time	sample_size	area_occupied	num_segregating	pi	zmar	fstavg	fstmax	% habitat loss	original_num_seg	original_pi	time passed (slim ticks)	% pi	% num_segregating	habitat loss	Time passed (in Generations)
54975	1000	0.5060178896900134	47517	7.830118525263303e-05	0.2344515098785723	0.3424811614507313	0.745063506056869	60.0	116432	0.0001491856749857	130025	52.485726434618115	40.81094544455133	WE_0.6_8	28894.444444444445
49975	1000	0.500326825756353	46755	7.574410904453023e-05	0.2415542943074413	0.331971042964654	0.7092202098618504	60.0	116432	0.0001491856749857	135025	50.77170381927794	40.15648618936375	WE_0.6_8	30005.555555555555
44975	1000	0.5020045868057109	46638	7.424337730866214e-05	0.2577150693714949	0.3539569990005647	0.7550323636104986	60.0	116432	0.0001491856749857	140025	49.76575486606112	40.05599835096881	WE_0.6_8	31116.666666666668
39975	1000	0.4998566831819544	45193	7.039727675838553e-05	0.2390609245474162	0.3311903435034005	0.6333334312341412	60.0	116432	0.0001491856749857	145025	47.18769195844934	38.81493060327058	WE_0.6_8	32227.777777777777
34975	1000	0.5068342250684736	44267	6.655942511756456e-05	0.2550074113743946	0.3381559635460993	0.7214356549005412	60.0	116432	0.0001491856749857	150025	44.61515834140545	38.01961660024735	WE_0.6_8	33338.88888888889
29975	1000	0.4999548442530324	44382	6.676744813907848e-05	0.2621632192654908	0.346133861926	0.6801886222114745	60.0	116432	0.0001491856749857	155025	44.75459734688225	38.11838669781503	WE_0.6_8	34450.0
24975	1000	0.5043256291644246	43621	6.511197298149872e-05	0.2669424160905962	0.3563026487560348	0.692843403071752	60.0	116432	0.0001491856749857	160025	43.644923004665124	37.46478631304109	WE_0.6_8	35561.11111111111
19975	1000	0.5041631000624434	44071	6.612185887444514e-05	0.2776312057612937	0.328491388343654	0.6754012611673761	60.0	116432	0.0001491856749857	165025	44.32185521886278	37.85127799917549	WE_0.6_8	36672.22222222222
14975	1000	0.50620705729007	43894	6.536904274137776e-05	0.2746175165003598	0.3122155587695464	0.6109579833285802	60.0	116432	0.0001491856749857	170025	43.81723831570532	37.69925793596262	WE_0.6_8	37783.333333333336
9975	1000	0.4978593470485122	43833	6.389950709355316e-05	0.2666670505281376	0.3196272215257197	0.6328586477271653	60.0	116432	0.0001491856749857	175025	42.8322002763859	37.64686684073107	WE_0.6_8	38894.444444444445
4975	1000	0.5072389122276683	44562	6.669245615308292e-05	0.2616097436873369	0.3557936275580266	0.7804685603301772	60.0	116432	0.0001491856749857	180025	44.704329795387956	38.27298337226879	WE_0.6_8	40005.555555555555
185000	1000	0.9923464271539632	113147	0.0001546850109354	0.2386726875331467	0.2280285970838795	0.4926300924260196	60.0	118507	0.0001531243357527	0	101.01922086716544	95.47706042681024	WE_0.6_9	0.0
85001	1807	0.9954466137164998	118507	0.0001531243357527	0.2541295343267599	0.2326358636662368	0.6137336312241479	60.0	118507	0.0001531243357527	99999	100.0	100.0	WE_0.6_9	22222.0
85000	1355	0.4997667205216661	86498	0.0001450792642237	0.1805653339451225	0.1968152015961915	0.3673237886046568	60.0	118507	0.0001531243357527	100000	94.74605294484802	72.98978119435982	WE_0.6_9	22222.222222222223
84999	1000	0.4983056624998917	84551	0.0001450585996098	0.1775963916565588	0.2429624790537873	0.5915760400483342	60.0	118507	0.0001531243357527	100001	94.732557628249	71.34684027103884	WE_0.6_9	22222.444444444445
84975	1000	0.4981747387396923	83059	0.0001455936707603	0.1832541486653824	0.2226285092343208	0.4135155285404209	60.0	118507	0.0001531243357527	100025	95.08199336481547	70.08784291223303	WE_0.6_9	22227.777777777777
79975	1000	0.5017116668571081	60516	0.0001214348318709	0.195161747942362	0.3568232543555039	0.7487329468036832	60.0	118507	0.0001531243357527	105025	79.30472401657994	51.06533791252838	WE_0.6_9	23338.88888888889
74975	1000	0.4986626385004671	55079	0.0001071168031065	0.2033215644370707	0.3519013539082561	0.6805575896135883	60.0	118507	0.0001531243357527	110025	69.95413405710805	46.4774232745745	WE_0.6_9	24450.0
